"filename", "language", "XML", "Markdown", "CMake", "C++", "YAML", "JSON", "HTML", "Shell Script", "TypeScript", "JavaScript", "JSON with Comments", "Dart", "Gradle", "Properties", "Swift", "comment", "blank", "total"
"/Users/richardtozer/dev/projects/daufootytipping/lib/models/team_game_history_item.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 1, 3, 28
"/Users/richardtozer/dev/projects/daufootytipping/lib/models/tip.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 0, 0, 0, 8, 13, 116
"/Users/richardtozer/dev/projects/daufootytipping/lib/models/tipper.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146, 0, 0, 0, 8, 16, 170
"/Users/richardtozer/dev/projects/daufootytipping/lib/models/tipperrole.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 3
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_daucomps/admin_daucomps_edit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 453, 0, 0, 0, 44, 31, 528
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_daucomps/admin_daucomps_edit_buttons.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 144, 0, 0, 0, 2, 9, 155
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_daucomps/admin_daucomps_edit_datetimepickerfield.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 4, 62
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_daucomps/admin_daucomps_edit_form.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 0, 0, 0, 0, 4, 238
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_daucomps/admin_daucomps_edit_rounds_table.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 178, 0, 0, 0, 1, 12, 191
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_daucomps/admin_daucomps_edit_warning.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 4, 50
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_daucomps/admin_daucomps_list.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 98, 0, 0, 0, 2, 5, 105
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_teams/admin_teams_edit.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 188, 0, 0, 0, 8, 16, 212
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_teams/admin_teams_list.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 0, 0, 3, 6, 93
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_tippers/admin_tipper_merge.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 0, 0, 0, 3, 10, 266
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_tippers/admin_tippers_edit_add.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 671, 0, 0, 0, 7, 43, 721
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/admin_tippers/admin_tippers_list.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 279, 0, 0, 0, 5, 16, 300
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_auth/user_auth.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 525, 0, 0, 0, 12, 47, 584
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_auth/user_auth_background.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 0, 0, 5, 64
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_auth/user_auth_login_issue_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 0, 0, 4, 82
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_auth/user_auth_sign_in_form.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 812, 0, 0, 0, 0, 35, 847
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_auth/user_auth_upgate_app_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 5, 35
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 261, 0, 0, 0, 5, 28, 294
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_avatar.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 2, 5, 55
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_header.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 0, 1, 4, 44
