"filename", "language", "XML", "Shell Script", "JSON", "YAML", "Dart", "Markdown", "Gradle", "Properties", "HTML", "C++", "JavaScript", "CSS", "Objective-C", "Swift", "Java", "Batch", "PowerShell", "Groovy", "Ruby", "TypeScript", "JSON with Comments", "WebAssembly Text Format", "comment", "blank", "total"
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/animated_blur_backdrop_filter.dart", "Dart", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 85
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/animated_complex_image_filtered.dart", "Dart", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 76
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/animated_complex_opacity.dart", "Dart", 0, 0, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 10, 66
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/animated_image.dart", "Dart", 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 31
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/animated_placeholder.dart", "Dart", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 12, 71
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/animation_with_microtasks.dart", "Dart", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 74
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/backdrop_filter.dart", "Dart", 0, 0, 0, 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13, 120
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/clipper_cache.dart", "Dart", 0, 0, 0, 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 101
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/color_filter_and_fade.dart", "Dart", 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24, 182
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/color_filter_cache.dart", "Dart", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 77
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/color_filter_with_unstable_child.dart", "Dart", 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 55
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/cubic_bezier.dart", "Dart", 0, 0, 0, 0, 296, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 79, 390
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/cull_opacity.dart", "Dart", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 9, 57
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/draw_atlas.dart", "Dart", 0, 0, 0, 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 117
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/draw_points.dart", "Dart", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 94
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/draw_vertices.dart", "Dart", 0, 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15, 115
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/filtered_child_animation.dart", "Dart", 0, 0, 0, 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 211
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/fullscreen_textfield.dart", "Dart", 0, 0, 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 64
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/gradient_perf.dart", "Dart", 0, 0, 0, 0, 223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 40, 266
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/heavy_grid_view.dart", "Dart", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 35
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/large_image_changer.dart", "Dart", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 58
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/large_images.dart", "Dart", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 50
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/list_text_layout.dart", "Dart", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 70
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/multi_widget_construction.dart", "Dart", 0, 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 12, 114
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/opacity_peephole.dart", "Dart", 0, 0, 0, 0, 413, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 27, 460
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/path_tessellation.dart", "Dart", 0, 0, 0, 0, 301, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 37, 342
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/picture_cache.dart", "Dart", 0, 0, 0, 0, 243, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 265
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/picture_cache_complexity_scoring.dart", "Dart", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 48
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/post_backdrop_filter.dart", "Dart", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 104
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/raster_cache_use_memory.dart", "Dart", 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 130
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/shader_mask_cache.dart", "Dart", 0, 0, 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 80
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/simple_animation.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 15
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/simple_scroll.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 20
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/sliders.dart", "Dart", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 66
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/stack_size.dart", "Dart", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 22, 130
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/text.dart", "Dart", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 28
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/very_long_picture_scrolling.dart", "Dart", 0, 0, 0, 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23, 241
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_build_image.dart", "Dart", 0, 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 99
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_build_material_checkbox.dart", "Dart", 0, 0, 0, 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 9, 57
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_card_infinite_scroll.dart", "Dart", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20, 99
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_child_layers.dart", "Dart", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 13, 91
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_clipped_out_pictures.dart", "Dart", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 12, 91
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_default_target_platform.dart", "Dart", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 31
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_draw_rect.dart", "Dart", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 16, 99
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_dynamic_clip_on_static_picture.dart", "Dart", 0, 0, 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 15, 116
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_harness.dart", "Dart", 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 64
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_image_decoding.dart", "Dart", 0, 0, 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 15, 99
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_material_3.dart", "Dart", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 21
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_material_3_semantics.dart", "Dart", 0, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 26, 148
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_mouse_region_grid_hover.dart", "Dart", 0, 0, 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27, 178
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_mouse_region_grid_scroll.dart", "Dart", 0, 0, 0, 0, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 27, 167
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_mouse_region_mixed_grid_hover.dart", "Dart", 0, 0, 0, 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 31, 202
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_pageview_scroll_linethrough.dart", "Dart", 0, 0, 0, 0, 131, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 29, 169
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_paths.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 30
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_paths_recording.dart", "Dart", 0, 0, 0, 0, 5444, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 587, 6036
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_picture_recording.dart", "Dart", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 11, 76
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_platform_view_infinite_scroll.dart", "Dart", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22, 118
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_simple_lazy_text_scroll.dart", "Dart", 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 16, 115
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_text_layout.dart", "Dart", 0, 0, 0, 0, 370, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 51, 459
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_text_out_of_picture_bounds.dart", "Dart", 0, 0, 0, 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 18, 122
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/bench_wrapbox_scroll.dart", "Dart", 0, 0, 0, 0, 143, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 21, 171
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/material3.dart", "Dart", 0, 0, 0, 0, 2172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 182, 2370
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/recorder.dart", "Dart", 0, 0, 0, 0, 721, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 460, 176, 1357
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/src/web/test_data.dart", "Dart", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 65
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/lib/web_benchmarks.dart", "Dart", 0, 0, 0, 0, 362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 67, 63, 492
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/macos/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 14
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/macos/Runner/Base.lproj/MainMenu.xib", "XML", 339, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 340
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 20
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/pubspec.yaml", "YAML", 0, 0, 0, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 12, 217
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/animated_complex_image_filtered_perf_e2e.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/animated_complex_opacity_perf_e2e.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/animated_placeholder_perf_e2e.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/backdrop_filter_perf_e2e.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/clipper_cache_perf_e2e.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/color_filter_and_fade_perf_e2e.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/color_filter_cache_perf_e2e.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/color_filter_with_unstable_child_perf_e2e.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/cubic_bezier_perf_e2e.dart", "Dart", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 12
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/cull_opacity_perf_e2e.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 20
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/frame_policy.dart", "Dart", 0, 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 101
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/fullscreen_textfield_perf_e2e.dart", "Dart", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 23
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/gradient_consistent_perf_e2e.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 20
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/gradient_dynamic_perf_e2e.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 20
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/gradient_static_perf_e2e.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 20
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/list_text_layout_perf_e2e.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/multi_widget_construction_perf_e2e.dart", "Dart", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 17
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/opacity_peephole_col_of_alpha_savelayer_rows_perf_e2e.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 20
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/opacity_peephole_col_of_rows_perf_e2e.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 20
"/Users/richardtozer/dev/projects/daufootytipping/.fvm/flutter_sdk/dev/benchmarks/macrobenchmarks/test/opacity_peephole_fade_transition_text_perf_e2e.dart", "Dart", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 20
