"filename", "language", "Shell Script", "YAML", "C++", "JSON", "Dart", "TypeScript", "JSON with Comments", "JavaScript", "XML", "Properties", "Gradle", "Markdown", "Swift", "HTML", "comment", "blank", "total"
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_profile.dart", "Dart", 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 128
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_profile_settings_about.dart", "Dart", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 30
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_profile_settings_adminfunctions.dart", "Dart", 0, 0, 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 68
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_stats.dart", "Dart", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 5, 109
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_stats_leaderboard.dart", "Dart", 0, 0, 0, 0, 366, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 383
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_stats_roundwinners.dart", "Dart", 0, 0, 0, 0, 209, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 222
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_tips.dart", "Dart", 0, 0, 0, 0, 318, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 26, 363
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_tips_gameinfo.dart", "Dart", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 46
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_tips_gamelistitem.dart", "Dart", 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 14, 214
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_tips_livescoring.dart", "Dart", 0, 0, 0, 0, 218, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13, 236
"/Users/richardtozer/dev/projects/daufootytipping/lib/pages/user_home/user_home_tips_tipchoice.dart", "Dart", 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 163
"/Users/richardtozer/dev/projects/daufootytipping/lib/services/firebase_messaging_service.dart", "Dart", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 57
"/Users/richardtozer/dev/projects/daufootytipping/lib/services/firebase_remoteconfig_service.dart", "Dart", 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 10, 53
"/Users/richardtozer/dev/projects/daufootytipping/lib/services/fixture_download_service.dart", "Dart", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 8, 101
"/Users/richardtozer/dev/projects/daufootytipping/lib/services/google_geocoding_api.dart", "Dart", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 41
"/Users/richardtozer/dev/projects/daufootytipping/lib/services/google_sheet_service.dart.dart", "Dart", 0, 0, 0, 0, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 73, 424
"/Users/richardtozer/dev/projects/daufootytipping/lib/services/package_info_service.dart", "Dart", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"/Users/richardtozer/dev/projects/daufootytipping/lib/theme_data.dart", "Dart", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 22
"/Users/richardtozer/dev/projects/daufootytipping/linux/flutter/generated_plugin_registrant.cc", "C++", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 24
"/Users/richardtozer/dev/projects/daufootytipping/linux/flutter/generated_plugin_registrant.h", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/Users/richardtozer/dev/projects/daufootytipping/linux/main.cc", "C++", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"/Users/richardtozer/dev/projects/daufootytipping/linux/my_application.cc", "C++", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 20, 105
